Player,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-Ins taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (TO),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (TO),GCA (Sh),GCA (Fld),GCA (Def),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Challenges Lost,Blocks,Shots Blocked,Rival Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Position,Age,Country,Club,url,Minutes,DetailedPosition
Cristhian Stuani,0.82,0.0,0.82,0.41,0.41,0.49,0.74,0.0,0.84,0.44,0.11,0.55,0.25,0.66,2.62,Shooting,2.54,1.23,48.4%,0.16,0.33,12.4,0.0,0.18,-0.02,-0.03,Passing,10.25,14.1,72.7%,117.38,12.13,6.97,8.28,84.2%,2.21,3.69,60.0%,0.08,0.33,25.0%,0.09,0.57,0.41,0.16,0.0,Pass Types,12.3,1.72,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.08,0.33,Goal and Shot Creation,1.31,0.66,0.0,0.0,0.41,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.0,Defense,1.07,0.57,0.16,0.66,0.25,0.41,1.07,38.5%,0.66,0.82,0.0,0.82,0.25,1.31,0.66,0.0,Possession,24.34,0.74,2.7,11.72,10.0,4.84,23.85,0.41,0.0,0.0%,0.33,80.0%,11.56,40.16,13.2,0.0,0.16,2.38,0.57,16.48,Miscellaneous Stats,0.0,2.79,1.64,0.74,0.0,0.0,0.0,1.8,2.05,2.21,48.1%,FW,36-320,URU,Girona,https://fbref.com/en/players/220c11f1/Cristhian-Stuani,1098,Centre-Forward
Iván Martín,0.15,0.15,0.31,0.15,0.0,0.0,0.15,0.0,0.12,0.12,0.12,0.24,1.89,3.06,4.34,Shooting,0.92,0.41,44.4%,0.17,0.38,15.7,0.0,0.13,0.03,0.03,Passing,32.6,38.72,84.2%,466.28,102.7,18.52,20.51,90.3%,10.56,12.3,85.9%,1.79,2.45,72.9%,0.11,0.92,2.14,0.87,0.31,Pass Types,37.4,1.17,0.41,0.0,0.1,0.92,0.36,0.0,0.0,0.0,0.0,0.15,0.97,Goal and Shot Creation,1.94,1.63,0.0,0.05,0.05,0.15,0.05,0.31,0.2,0.0,0.0,0.0,0.1,0.0,Defense,0.66,0.46,0.31,0.31,0.05,0.51,1.43,35.7%,0.92,0.77,0.0,0.77,0.56,1.22,0.87,0.0,Possession,47.76,1.38,8.47,24.9,14.85,1.84,47.76,2.6,1.38,52.9%,1.02,39.2%,30.82,195.26,72.65,1.12,0.31,1.94,2.19,36.38,Miscellaneous Stats,0.0,1.02,0.82,0.15,0.05,0.0,0.0,4.64,0.66,0.97,40.6%,MF,24-195,ESP,Girona,https://fbref.com/en/players/ae48c5cb/Ivan-Martin,1764,Attacking Midfield
Yan Couto,0.09,0.19,0.28,0.09,0.0,0.0,0.19,0.0,0.05,0.05,0.2,0.25,3.98,3.88,7.21,Shooting,0.74,0.09,12.5%,0.13,1.0,19.4,0.0,0.07,0.05,0.05,Passing,29.97,41.9,71.5%,479.97,151.14,16.0,18.96,84.4%,9.99,13.97,71.5%,2.59,4.9,52.8%,0.15,1.48,2.03,1.48,0.83,Pass Types,37.37,4.44,0.37,0.0,0.28,4.9,3.98,0.09,0.09,0.0,0.0,0.09,1.57,Goal and Shot Creation,3.24,2.68,0.0,0.19,0.19,0.09,0.09,0.28,0.28,0.0,0.0,0.0,0.0,0.0,Defense,1.85,1.48,0.74,0.93,0.19,0.93,1.48,62.5%,0.56,0.46,0.09,0.37,0.37,2.22,1.02,0.0,Possession,51.8,1.76,12.86,19.24,20.53,1.85,51.8,4.16,1.94,46.7%,1.85,44.4%,32.65,243.08,128.85,2.59,1.11,1.48,1.02,34.13,Miscellaneous Stats,0.0,1.02,1.39,0.28,0.0,0.0,0.0,6.1,0.09,0.74,11.1%,MF,21-086,BRA,Girona,https://fbref.com/en/players/1944818c/Yan-Couto,973,Right-Back
Artem Dovbyk,0.72,0.29,1.0,0.72,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.69,1.29,1.44,6.75,Shooting,2.58,1.29,50.0%,0.28,0.56,12.7,0.14,0.13,0.37,0.37,Passing,15.36,21.82,70.4%,194.78,36.46,9.9,12.63,78.4%,4.31,6.03,71.4%,0.43,0.57,75.0%,0.29,1.15,0.86,0.57,0.14,Pass Types,20.96,0.72,0.0,0.14,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.14,0.86,Goal and Shot Creation,2.01,1.87,0.0,0.0,0.14,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,Defense,0.14,0.0,0.0,0.0,0.14,0.0,0.0,,0.0,0.29,0.14,0.14,0.29,0.43,1.58,0.0,Possession,31.87,1.72,2.01,12.34,17.51,5.17,31.87,1.15,0.43,37.5%,0.57,50.0%,18.95,87.42,34.16,0.43,0.72,2.73,1.29,25.84,Miscellaneous Stats,0.0,1.15,0.29,1.44,0.0,0.0,0.0,1.87,1.87,1.29,59.1%,FW,26-068,UKR,Girona,https://fbref.com/en/players/5b847bb0/Artem-Dovbyk,627,Centre-Forward
Valery Fernández,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.11,0.18,1.77,1.87,7.66,Shooting,0.65,0.0,0.0%,0.0,,16.6,0.0,0.11,-0.07,-0.07,Passing,28.1,34.08,82.5%,391.84,77.77,17.65,19.42,90.9%,7.38,9.43,78.2%,1.77,2.24,79.2%,0.07,1.59,1.12,0.75,0.19,Pass Types,31.28,2.8,0.28,0.0,0.0,2.15,2.24,0.19,0.0,0.0,0.0,0.0,1.03,Goal and Shot Creation,2.61,2.15,0.09,0.09,0.0,0.28,0.0,0.37,0.28,0.0,0.0,0.0,0.09,0.0,Defense,1.03,0.56,0.28,0.56,0.19,0.37,0.65,57.1%,0.28,0.75,0.09,0.65,0.84,1.87,0.84,0.09,Possession,43.88,1.87,8.31,17.83,18.02,2.71,43.88,2.71,1.12,41.4%,1.03,37.9%,26.33,159.46,61.06,0.65,0.93,1.68,1.03,28.85,Miscellaneous Stats,0.0,0.56,1.59,0.47,0.09,0.0,0.0,5.23,0.93,0.47,66.7%,"MF,DF",23-278,ESP,Girona,https://fbref.com/en/players/4acd733a/Valery-Fernandez,964,Winger
Juanpe,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.04,0.04,0.02,0.05,0.45,2.4,0.22,Shooting,0.37,0.07,20.0%,0.2,1.0,9.8,0.0,0.09,0.04,0.04,Passing,42.71,50.51,84.6%,826.94,315.86,14.39,15.29,94.1%,23.76,25.85,91.9%,4.42,7.79,56.7%,0.03,0.22,1.72,0.07,0.0,Pass Types,47.21,3.07,2.17,0.0,0.52,0.15,0.15,0.0,0.0,0.0,0.0,0.22,0.52,Goal and Shot Creation,0.82,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,1.27,0.82,0.82,0.45,0.0,0.67,0.97,69.2%,0.3,0.97,0.75,0.22,0.75,2.02,4.42,0.07,Possession,58.38,11.24,35.3,21.58,1.87,0.97,58.38,0.0,0.0,,0.0,,35.15,177.83,98.54,0.07,0.0,0.0,0.07,39.72,Miscellaneous Stats,0.0,0.45,0.07,0.0,0.0,0.07,0.0,3.75,0.97,0.6,61.9%,DF,32-120,ESP,Girona,https://fbref.com/en/players/1633fc8a/Juanpe,1201,Centre-Back
Bernardo Espinosa,0.07,0.07,0.15,0.07,0.0,0.0,0.37,0.0,0.09,0.09,0.0,0.09,0.59,2.64,0.22,Shooting,0.81,0.37,45.5%,0.09,0.2,10.7,0.0,0.11,-0.01,-0.01,Passing,60.07,67.56,88.9%,1120.64,419.34,20.32,22.15,91.7%,35.65,37.85,94.2%,3.81,6.82,55.9%,0.01,0.07,2.2,0.0,0.0,Pass Types,65.21,2.2,1.91,0.0,0.37,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.15,Goal and Shot Creation,0.66,0.44,0.0,0.0,0.22,0.0,0.0,0.15,0.07,0.0,0.0,0.07,0.0,0.0,Defense,0.51,0.22,0.22,0.29,0.0,0.29,0.73,40.0%,0.44,1.25,0.73,0.51,0.88,1.39,5.28,0.15,Possession,77.6,12.32,39.46,36.6,2.13,1.25,77.6,0.29,0.22,75.0%,0.07,25.0%,47.02,246.82,138.63,0.22,0.07,0.29,0.29,53.25,Miscellaneous Stats,0.0,0.88,0.81,0.0,0.0,0.07,0.0,4.91,3.96,2.13,65.1%,DF,34-048,COL,Girona,https://fbref.com/en/players/4242011c/Bernardo-Espinosa,1227,Centre-Back
Santiago Bueno,0.0,0.03,0.03,0.0,0.0,0.0,0.23,0.03,0.04,0.04,0.04,0.08,0.85,4.34,0.13,Shooting,0.36,0.1,27.3%,0.0,0.0,12.5,0.0,0.1,-0.04,-0.04,Passing,45.95,53.34,86.1%,913.8,315.1,14.78,16.09,91.8%,25.75,27.72,92.9%,4.99,8.24,60.6%,0.02,0.3,4.3,0.16,0.03,Pass Types,50.62,2.59,2.07,0.03,0.76,0.13,0.53,0.0,0.0,0.0,0.0,0.13,0.46,Goal and Shot Creation,0.76,0.56,0.0,0.03,0.1,0.07,0.0,0.13,0.1,0.0,0.0,0.0,0.03,0.0,Defense,1.74,1.08,1.18,0.53,0.03,0.62,0.99,63.3%,0.36,0.99,0.66,0.33,0.89,2.63,3.15,0.07,Possession,61.23,5.72,30.05,29.86,1.64,0.46,61.23,0.1,0.07,66.7%,0.0,0.0%,38.59,218.99,139.99,0.39,0.0,0.2,0.03,42.24,Miscellaneous Stats,0.03,1.05,0.99,0.07,0.07,0.03,0.0,4.43,1.94,1.22,61.5%,DF,24-292,URU,Girona,https://fbref.com/en/players/edc98fac/Santiago-Bueno,2740,Centre-Back
Manu Vallejo,0.19,0.19,0.38,0.19,0.0,0.0,0.58,0.0,0.15,0.15,0.08,0.23,1.35,1.73,5.96,Shooting,1.15,0.58,50.0%,0.17,0.33,16.7,0.0,0.13,0.04,0.04,Passing,20.0,29.42,68.0%,314.04,74.23,10.0,12.5,80.0%,6.54,8.65,75.6%,2.31,5.0,46.2%,0.1,0.96,1.15,0.58,0.38,Pass Types,23.65,5.77,1.15,0.0,0.19,4.04,0.77,1.54,0.96,0.19,0.0,0.0,1.35,Goal and Shot Creation,1.92,1.15,0.77,0.0,0.0,0.0,0.0,0.38,0.19,0.19,0.0,0.0,0.0,0.0,Defense,1.92,0.58,0.38,0.96,0.58,0.77,2.69,28.6%,1.92,1.35,0.0,1.35,0.0,1.92,0.96,0.0,Possession,41.73,0.77,4.23,16.92,20.96,2.69,41.73,1.92,0.19,10.0%,1.73,90.0%,20.0,84.81,35.58,0.58,0.0,2.88,1.35,24.42,Miscellaneous Stats,0.0,1.92,0.77,0.19,0.0,0.0,0.0,3.65,1.35,3.65,26.9%,"FW,MF",26-195,ESP,Girona,https://fbref.com/en/players/0bc4e720/Manu-Vallejo,468,Second Striker
Andrew Robertson,0.0,0.28,0.28,0.0,0.0,0.0,0.09,0.0,0.04,0.04,0.21,0.24,2.64,5.66,5.93,Shooting,0.4,0.06,15.4%,0.0,0.0,14.4,0.0,0.1,-0.04,-0.04,Passing,59.87,75.64,79.1%,1024.87,320.15,28.44,31.09,91.5%,25.67,30.99,82.8%,4.92,10.12,48.6%,0.22,1.91,4.21,1.2,0.52,Pass Types,62.94,12.39,2.09,0.06,0.46,6.95,7.29,3.01,0.86,1.88,0.0,0.31,1.41,Goal and Shot Creation,3.35,2.18,0.92,0.03,0.09,0.03,0.09,0.49,0.37,0.12,0.0,0.0,0.0,0.0,Defense,1.35,0.71,0.49,0.52,0.34,0.77,1.41,54.3%,0.65,0.98,0.18,0.8,0.68,2.03,1.94,0.09,Possession,83.45,3.11,23.86,36.01,24.2,1.69,83.45,1.38,0.58,42.2%,0.74,53.3%,46.09,218.28,128.71,1.84,0.28,1.05,0.18,54.21,Miscellaneous Stats,0.0,0.65,0.28,0.18,0.0,0.0,0.0,6.58,0.74,0.71,51.1%,DF,29-170,SCO,Liverpool,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,2927,Left-Back
Dominik Szoboszlai,0.19,0.27,0.46,0.16,0.03,0.03,0.14,0.03,0.21,0.19,0.28,0.47,2.57,5.36,5.88,Shooting,2.05,0.85,41.3%,0.08,0.19,23.2,0.33,0.09,-0.02,-0.02,Passing,44.58,55.46,80.4%,744.09,194.0,23.44,26.66,87.9%,14.41,17.37,83.0%,4.92,7.17,68.7%,0.26,2.38,3.42,1.61,0.27,Pass Types,48.43,6.75,2.13,0.44,0.82,4.07,1.8,2.41,0.82,1.01,0.05,0.27,1.48,Goal and Shot Creation,5.06,3.17,1.01,0.27,0.19,0.36,0.05,0.6,0.38,0.08,0.03,0.05,0.05,0.0,Defense,1.59,1.04,0.46,0.71,0.41,0.63,1.86,33.8%,1.23,1.59,0.05,1.53,0.55,2.13,0.88,0.0,Possession,66.67,1.09,8.26,33.06,26.36,2.0,66.65,3.58,1.7,47.3%,1.5,42.0%,39.93,210.6,100.97,2.41,0.57,1.75,1.12,45.56,Miscellaneous Stats,0.03,1.04,1.37,0.11,0.03,0.03,0.0,5.5,0.33,0.55,37.5%,MF,22-307,HUN,Liverpool,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,3291,Left Winger
Trent Alexander-Arnold,0.05,0.23,0.29,0.05,0.0,0.0,0.21,0.0,0.07,0.07,0.31,0.38,1.46,6.73,3.86,Shooting,1.2,0.34,28.3%,0.04,0.15,23.5,0.21,0.06,-0.02,-0.02,Passing,62.82,83.58,75.2%,1176.81,468.21,28.98,32.32,89.7%,23.48,29.97,78.3%,9.05,18.21,49.7%,0.26,2.03,6.68,2.17,0.78,Pass Types,68.14,15.23,2.45,0.7,1.75,7.36,9.76,3.03,0.47,2.3,0.03,0.21,1.07,Goal and Shot Creation,3.63,2.27,1.07,0.08,0.18,0.03,0.0,0.47,0.39,0.05,0.03,0.0,0.0,0.0,Defense,1.9,1.3,1.04,0.65,0.21,1.43,2.74,52.4%,1.3,0.81,0.23,0.57,1.15,3.05,1.36,0.1,Possession,92.14,2.71,22.9,45.89,24.18,1.41,92.14,1.57,1.02,65.0%,0.47,30.0%,49.49,196.15,94.93,1.23,0.16,1.25,0.63,57.89,Miscellaneous Stats,0.0,0.55,0.26,0.1,0.0,0.0,0.0,7.36,0.55,0.29,65.6%,DF,24-325,ENG,Liverpool,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,3450,Right-Back
Mohamed Salah,0.62,0.38,0.99,0.54,0.07,0.14,0.05,0.0,0.59,0.48,0.24,0.72,3.19,3.78,10.95,Shooting,3.31,1.32,40.0%,0.16,0.41,15.4,0.05,0.14,0.02,0.07,Passing,24.95,32.03,77.9%,344.46,90.66,14.5,17.29,83.9%,7.92,9.72,81.5%,0.97,1.7,56.9%,0.21,1.61,1.44,2.03,0.14,Pass Types,30.89,0.88,0.09,0.57,0.07,1.06,0.54,0.0,0.0,0.0,0.0,0.26,0.95,Goal and Shot Creation,3.6,2.72,0.05,0.28,0.33,0.14,0.07,0.73,0.52,0.02,0.0,0.09,0.07,0.02,Defense,0.62,0.33,0.14,0.14,0.33,0.28,0.69,41.4%,0.4,0.59,0.0,0.59,0.19,0.8,0.12,0.0,Possession,43.9,0.09,2.44,15.4,26.47,7.85,43.76,3.45,1.35,39.0%,1.77,51.4%,29.73,170.59,81.01,1.92,2.25,2.96,2.29,35.22,Miscellaneous Stats,0.0,0.5,0.83,0.5,0.0,0.0,0.0,2.89,0.19,0.85,18.2%,FW,31-074,EGY,Liverpool,https://fbref.com/en/players/e342ad68/Mohamed-Salah,3805,Right Winger
Alexis Mac Allister,0.29,0.07,0.36,0.13,0.16,0.16,0.23,0.03,0.36,0.24,0.14,0.38,2.23,5.43,2.49,Shooting,2.46,0.92,37.3%,0.05,0.14,21.9,0.26,0.1,-0.07,-0.1,Passing,50.48,58.7,86.0%,781.65,197.32,27.4,30.05,91.2%,18.6,20.66,90.0%,3.01,4.45,67.6%,0.15,1.54,4.39,1.18,0.03,Pass Types,56.87,1.6,1.08,0.52,0.39,0.92,0.16,0.36,0.2,0.13,0.0,0.23,1.34,Goal and Shot Creation,3.47,2.49,0.23,0.29,0.23,0.16,0.07,0.26,0.23,0.0,0.03,0.0,0.0,0.0,Defense,2.06,1.15,0.72,1.08,0.26,1.01,1.96,51.7%,0.95,0.92,0.1,0.82,0.75,2.82,0.33,0.03,Possession,69.54,1.47,11.82,37.62,20.79,2.03,69.37,2.46,1.44,58.7%,0.72,29.3%,42.82,193.91,97.82,2.29,0.29,1.51,1.11,53.33,Miscellaneous Stats,0.0,1.08,1.93,0.0,0.0,0.0,0.0,6.35,0.88,0.52,62.8%,MF,24-247,ARG,Liverpool,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,2749,Attacking Midfield
Virgil van Dijk,0.05,0.05,0.11,0.05,0.0,0.0,0.11,0.03,0.1,0.1,0.03,0.13,0.37,3.76,0.24,Shooting,1.11,0.37,33.3%,0.05,0.14,12.7,0.03,0.09,-0.05,-0.05,Passing,67.99,75.26,90.3%,1292.75,484.97,25.16,26.9,93.5%,35.66,37.65,94.7%,6.35,9.34,68.0%,0.03,0.26,4.21,0.19,0.0,Pass Types,72.09,3.15,2.2,0.0,0.85,0.03,0.21,0.0,0.0,0.0,0.0,0.03,0.29,Goal and Shot Creation,0.82,0.66,0.0,0.0,0.13,0.0,0.03,0.11,0.05,0.0,0.0,0.05,0.0,0.0,Defense,0.77,0.37,0.4,0.29,0.08,0.24,0.56,42.9%,0.32,0.69,0.5,0.19,1.03,1.8,4.34,0.05,Possession,84.18,10.79,39.42,41.06,3.86,2.28,84.18,0.03,0.03,100.0%,0.0,0.0%,49.55,191.83,90.93,0.37,0.03,0.24,0.0,60.56,Miscellaneous Stats,0.0,0.48,0.08,0.08,0.0,0.03,0.0,4.6,3.07,1.03,74.8%,DF,32-051,NED,Liverpool,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,3402,Centre-Back
Luis Díaz,0.32,0.16,0.49,0.32,0.0,0.0,0.08,0.0,0.27,0.27,0.17,0.44,3.73,4.62,10.53,Shooting,2.84,0.73,25.7%,0.11,0.44,16.2,0.0,0.09,0.06,0.06,Passing,30.3,37.83,80.1%,463.53,111.55,16.36,19.6,83.5%,10.61,12.96,81.9%,2.19,2.43,90.0%,0.13,1.38,1.86,1.54,0.0,Pass Types,37.1,0.57,0.0,0.08,0.65,0.65,0.49,0.08,0.0,0.0,0.0,0.16,1.13,Goal and Shot Creation,4.62,3.08,0.0,0.65,0.57,0.32,0.0,0.57,0.32,0.0,0.08,0.08,0.08,0.0,Defense,1.13,0.65,0.32,0.24,0.57,0.65,1.54,42.1%,0.89,0.81,0.08,0.73,0.32,1.46,0.16,0.0,Possession,51.52,0.32,3.89,17.98,30.7,6.32,51.52,5.35,2.43,45.5%,2.35,43.9%,35.08,244.08,118.35,2.84,2.35,2.59,2.35,40.42,Miscellaneous Stats,0.0,2.03,1.94,0.57,0.08,0.0,0.0,4.54,0.97,1.62,37.5%,"FW,MF",26-227,COL,Liverpool,https://fbref.com/en/players/4a1a9578/Luis-Diaz,1111,Left Winger
Cody Gakpo,0.42,0.21,0.62,0.42,0.0,0.0,0.04,0.0,0.32,0.32,0.15,0.48,2.5,3.37,6.58,Shooting,2.41,0.79,32.8%,0.17,0.53,16.0,0.0,0.13,0.09,0.09,Passing,18.77,24.94,75.3%,260.3,77.68,10.74,12.9,83.2%,5.91,7.53,78.5%,0.87,1.79,48.8%,0.11,1.54,2.04,0.87,0.08,Pass Types,23.4,1.37,0.29,0.12,0.0,1.46,0.25,0.58,0.17,0.12,0.0,0.17,0.75,Goal and Shot Creation,3.12,2.08,0.29,0.21,0.33,0.12,0.08,0.42,0.29,0.04,0.0,0.04,0.04,0.0,Defense,1.67,1.0,0.37,0.75,0.54,0.87,2.21,39.6%,1.33,1.08,0.08,1.0,0.37,2.04,0.33,0.0,Possession,37.67,0.79,3.83,16.9,17.9,4.25,37.67,2.91,1.46,50.0%,0.87,30.0%,23.69,132.34,69.27,1.62,0.92,2.96,1.96,27.18,Miscellaneous Stats,0.0,1.58,1.83,0.58,0.04,0.0,0.0,3.83,1.42,1.42,50.0%,"MF,FW",24-113,NED,Liverpool,https://fbref.com/en/players/1971591f/Cody-Gakpo,2162,Left Winger
Ibrahima Konaté,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.06,0.06,0.01,0.07,0.41,2.67,0.23,Shooting,0.59,0.14,23.1%,0.0,0.0,10.0,0.0,0.1,-0.06,-0.06,Passing,53.82,62.46,86.2%,949.52,384.96,21.12,23.43,90.2%,28.45,31.21,91.2%,3.26,6.29,51.8%,0.04,0.09,2.76,0.09,0.0,Pass Types,61.19,1.18,1.0,0.09,0.36,0.05,0.18,0.0,0.0,0.0,0.0,0.09,0.23,Goal and Shot Creation,0.86,0.63,0.0,0.05,0.09,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,Defense,2.26,1.54,1.45,0.81,0.0,0.9,1.49,60.6%,0.59,0.81,0.41,0.41,1.27,3.53,3.66,0.18,Possession,73.13,6.29,34.15,36.81,2.58,1.27,73.13,0.86,0.59,68.4%,0.14,15.8%,44.64,195.96,104.16,0.5,0.0,0.63,0.18,50.52,Miscellaneous Stats,0.0,1.72,0.95,0.05,0.0,0.05,0.05,5.56,2.62,0.95,73.4%,DF,24-095,FRA,Liverpool,https://fbref.com/en/players/5ed9b537/Ibrahima-Konate,1990,Centre-Back
Diogo Jota,0.46,0.46,0.92,0.46,0.0,0.0,0.17,0.0,0.47,0.47,0.21,0.68,2.7,2.81,8.5,Shooting,2.81,0.92,32.7%,0.16,0.5,12.4,0.0,0.17,-0.01,-0.01,Passing,23.49,31.3,75.0%,316.41,78.69,13.96,17.58,79.4%,7.12,8.9,80.0%,0.8,1.55,51.9%,0.14,1.9,2.01,0.86,0.17,Pass Types,31.07,0.17,0.0,0.23,0.06,0.63,0.0,0.0,0.0,0.0,0.0,0.06,1.15,Goal and Shot Creation,3.33,2.41,0.0,0.4,0.34,0.17,0.0,0.52,0.4,0.0,0.11,0.0,0.0,0.0,Defense,1.61,1.03,0.57,0.63,0.4,0.8,2.47,32.6%,1.67,0.46,0.0,0.46,0.23,1.84,0.8,0.0,Possession,45.14,1.44,5.17,19.13,21.42,6.26,45.14,3.1,1.09,35.2%,1.78,57.4%,26.99,149.33,84.37,2.18,1.03,3.04,1.55,33.25,Miscellaneous Stats,0.0,1.49,1.32,0.23,0.06,0.0,0.0,4.59,1.67,2.18,43.3%,"FW,MF",26-267,POR,Liverpool,https://fbref.com/en/players/178ae8f8/Diogo-Jota,1567,Left Winger
Wataru Endo,0.14,0.14,0.27,0.14,0.0,0.0,0.1,0.0,0.12,0.12,0.15,0.27,0.82,5.44,2.18,Shooting,1.33,0.41,30.8%,0.1,0.33,15.8,0.0,0.1,0.02,0.02,Passing,37.13,46.17,80.4%,652.2,194.76,16.35,19.58,83.5%,16.01,18.43,86.9%,3.81,5.61,67.9%,0.13,1.39,4.39,0.88,0.03,Pass Types,45.22,0.82,0.68,0.2,0.34,0.24,0.14,0.0,0.0,0.0,0.0,0.14,1.02,Goal and Shot Creation,2.65,2.04,0.0,0.1,0.14,0.24,0.14,0.31,0.17,0.0,0.0,0.03,0.07,0.03,Defense,2.11,1.09,0.88,0.92,0.31,1.16,2.72,42.5%,1.56,1.5,0.17,1.33,0.78,2.89,1.94,0.0,Possession,58.45,3.09,15.2,32.03,12.07,1.73,58.45,1.77,0.92,51.9%,0.65,36.5%,30.97,133.52,62.29,1.12,0.14,1.77,1.63,38.25,Miscellaneous Stats,0.0,1.19,1.8,0.1,0.03,0.0,0.0,7.14,2.24,1.67,57.4%,MF,30-200,JPN,Liverpool,https://fbref.com/en/players/c149016b/Wataru-Endo,2647,Defensive Midfield
Joël Matip,0.14,0.0,0.14,0.14,0.0,0.0,0.27,0.0,0.08,0.08,0.02,0.1,2.25,4.77,0.2,Shooting,0.75,0.34,45.5%,0.18,0.4,9.2,0.0,0.13,0.05,0.05,Passing,59.68,68.81,86.7%,1079.32,365.25,23.1,26.37,87.6%,30.86,33.59,91.9%,4.97,7.22,68.9%,0.03,0.34,4.63,0.41,0.0,Pass Types,67.72,1.02,0.75,0.0,0.34,0.07,0.27,0.0,0.0,0.0,0.0,0.07,0.27,Goal and Shot Creation,1.36,1.23,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,1.29,0.55,0.95,0.34,0.0,0.95,1.77,53.8%,0.82,0.48,0.14,0.34,1.57,2.86,3.07,0.2,Possession,78.21,7.84,35.56,37.47,5.86,2.04,78.21,0.48,0.27,57.1%,0.14,28.6%,50.35,321.71,227.49,1.98,0.14,1.16,0.14,56.41,Miscellaneous Stats,0.0,0.82,0.41,0.07,0.0,0.0,0.07,6.13,2.59,1.5,63.3%,DF,32-020,CMR,Liverpool,https://fbref.com/en/players/b217ef29/Joel-Matip,1321,Centre-Back
